0.0,51.50925446,-0.16104548,0.00679928,0.04718362,-1.54289229
0.5,51.50924713,-0.16104291,0.11692966,-0.01314814,-1.97304449
1.0,51.50924660,-0.16104402,0.24584980,0.01966407,-1.86335946
1.5,51.50924912,-0.16104365,0.48447206,-0.00569170,-1.51224776
2.0,51.50925230,-0.16104341,0.68356053,0.02082176,-1.17299786
2.5,51.50925642,-0.16104367,0.94242617,0.01964877,0.19282926
3.0,51.50926129,-0.16104304,1.19172813,0.03242558,0.46511602
3.5,51.50926665,-0.16104231,1.23193042,0.00113469,1.08840765
4.0,51.50927244,-0.16104176,1.30540142,-0.02339982,-3.09868970
4.5,51.50927815,-0.16104111,1.18598279,-0.00424753,-0.62731942
5.0,51.50928366,-0.16104076,1.26247170,0.01081819,-0.25209175
5.5,51.50928949,-0.16104052,1.27967491,-0.01378955,0.63468305
6.0,51.50929507,-0.16104016,1.25679982,0.00764891,-1.75580805
6.5,51.50930064,-0.16103967,1.22651766,0.03573486,2.72463446
7.0,51.50930634,-0.16103924,1.22419719,0.00073209,-0.67450203
7.5,51.50931195,-0.16103879,1.29456509,0.00533151,1.37765678
8.0,51.50931767,-0.16103832,1.21477727,-0.00252329,-2.31835803
8.5,51.50932329,-0.16103791,1.27903077,-0.01868224,-2.76108324
9.0,51.50932906,-0.16103758,1.21384031,0.02142466,-1.74444339
9.5,51.50933464,-0.16103713,1.31483244,0.06857398,7.04409381
10.0,51.50934041,-0.16103662,1.19289889,0.04193780,3.35999456
10.5,51.50934595,-0.16103629,1.27047539,-0.00069554,1.43007283
11.0,51.50935170,-0.16103621,1.22768584,0.01247766,1.50328789
11.5,51.50935729,-0.16103598,1.30924845,0.01071279,-0.12167058
12.0,51.50936308,-0.16103591,1.21127561,0.00233074,-0.15893660
12.5,51.50936860,-0.16103591,1.29380113,-0.00895849,0.40308959
13.0,51.50937432,-0.16103591,1.19844456,-0.01047648,-1.21055707
13.5,51.50937984,-0.16103592,1.27934174,-0.00361869,-1.90489700
14.0,51.50938561,-0.16103590,1.21706881,0.01308603,-1.50999607
14.5,51.50939114,-0.16103602,1.28249905,-0.00814220,1.36326699
15.0,51.50939687,-0.16103616,1.19647443,-0.04178475,-3.07398030
15.5,51.50940230,-0.16103630,1.28675137,-0.04412303,-5.10523735
16.0,51.50940792,-0.16103647,1.20877036,-0.00174717,-2.66037556
16.5,51.50941342,-0.16103650,1.24968950,0.00753875,-0.11561152
17.0,51.50941893,-0.16103646,1.21810726,-0.00573906,-1.70392682
17.5,51.50942442,-0.16103645,1.24975511,-0.01349060,-2.45071844
18.0,51.50943006,-0.16103642,1.20983771,0.00544821,-1.73610540
18.5,51.50943553,-0.16103638,1.27123336,-0.00099629,-0.80318436
19.0,51.50944121,-0.16103628,1.17760045,0.00087477,-1.49506818
19.5,51.50944664,-0.16103616,1.32664516,0.02615735,2.58276657
20.0,51.50945246,-0.16103598,1.17629278,0.01556315,0.99311835
20.5,51.50945790,-0.16103581,1.27271728,-0.00468376,-0.40648606
21.0,51.50946349,-0.16103567,1.21747385,0.00958232,-1.36140034
21.5,51.50946896,-0.16103553,1.25927194,0.03204166,3.94042679
22.0,51.50947462,-0.16103544,1.21664158,-0.02068622,-1.41698273
22.5,51.50948014,-0.16103551,1.24484984,-0.03663642,-2.36799197
23.0,51.50948576,-0.16103572,1.26742692,0.00294006,1.73977723
23.5,51.50949132,-0.16103563,1.20410463,0.00883471,1.19300219
24.0,51.50949679,-0.16103551,1.26603869,-0.01046079,-2.84588306
24.5,51.50950240,-0.16103555,1.21297776,0.00193061,0.05944136
25.0,51.50950792,-0.16103557,1.27197369,0.00986619,1.24617307
25.5,51.50951359,-0.16103567,1.24296014,-0.03629801,-0.47879129
26.0,51.50951925,-0.16103576,1.25975654,-0.00894268,-0.18102849
26.5,51.50952488,-0.16103584,1.24753524,-0.03602208,-4.06168121
27.0,51.50953038,-0.16103598,1.23446271,-0.00946156,-1.04093529
27.5,51.50953592,-0.16103624,1.23192975,-0.00445710,3.56783313
28.0,51.50954150,-0.16103637,1.25584629,-0.04624729,-0.58616674
28.5,51.50954711,-0.16103666,1.22947491,-0.04074483,0.51814815
29.0,51.50955267,-0.16103695,1.25184901,-0.06075669,-4.20809307
29.5,51.50955826,-0.16103724,1.24206623,-0.04266764,-2.53416561
30.0,51.50956387,-0.16103741,1.25103160,-0.01038562,-2.97959863
30.5,51.50956949,-0.16103750,1.25868221,-0.01277408,-1.07327456
31.0,51.50957514,-0.16103761,1.23797053,0.01016532,1.58880172
31.5,51.50958069,-0.16103757,1.23621143,-0.01265772,-0.43564200
32.0,51.50958623,-0.16103768,1.23940026,0.00194551,3.26441318
32.5,51.50959120,-0.16103775,1.06892936,-0.03652824,-1.20142443
33.0,51.50959528,-0.16103792,0.76917375,-0.04853202,-4.32977762
33.5,51.50959811,-0.16103821,0.59660877,-0.02461572,-1.92750344
34.0,51.50959998,-0.16103835,0.24609337,-0.01353829,1.03188624
34.5,51.50960108,-0.16103815,0.19722006,0.04625390,15.85788230
35.0,51.50960209,-0.16103750,0.27601174,0.12000383,28.98856069
