0,4,5,9,14,15,19,20,24,29,30
0,467.0631059,570.6357771,-151.7404587,-241.1197856,-115.2240091,405.9032221,526.3007226,-149.3038742,-165.0090147,-42.73884993
1,467.04267,570.7276207,-151.8257409,-241.0625051,-115.2373446,405.9532285,526.3577092,-149.3210546,-164.9594126,-42.75344373
2,467.0285664,570.8216512,-151.9122128,-241.0009398,-115.2513905,405.9530452,526.424965,-149.3958753,-164.821777,-42.69937262
3,467.0420124,570.9005713,-151.9757579,-240.8324415,-115.2335888,405.9591085,526.5218587,-149.477622,-164.717741,-42.65992177
4,467.0326675,570.932293,-152.0663531,-240.7924735,-115.1686215,405.9815202,526.6240192,-149.5999939,-164.5849886,-42.62992807
5,467.0226672,571.0267037,-152.1374714,-240.6599378,-115.1608054,405.9871472,526.6920682,-149.6288013,-164.5135928,-42.64002323
6,467.0986651,571.0387703,-152.232389,-240.5603187,-115.11737,406.011997,526.7950975,-149.7086835,-164.4068286,-42.61158015
7,467.0526543,571.1617031,-152.2696186,-240.4974502,-115.1177456,406.0054264,526.8511506,-149.7702278,-164.2827084,-42.58676192
8,467.0579794,571.2052873,-152.3664876,-240.3980672,-115.1030295,406.0172667,526.8933885,-149.8590545,-164.1791551,-42.57098105
9,467.0607493,571.2959988,-152.4721059,-240.2719771,-115.0702967,406.036452,526.9794838,-149.9319644,-164.1247643,-42.56617676
10,467.0424853,571.3370113,-152.5478248,-240.2031593,-115.0873582,406.0361589,527.075727,-150.0239927,-163.9852216,-42.54283695
11,467.0678826,571.4004757,-152.6719582,-240.1058278,-115.0321346,406.0632253,527.1372306,-150.0725387,-163.9048751,-42.490074
12,467.0622207,571.4802649,-152.7242794,-239.9930206,-114.9986112,406.0980318,527.1927358,-150.1372515,-163.7595164,-42.47111789
13,467.0409813,571.5478257,-152.740356,-239.9122056,-115.016739,406.0544419,527.2573766,-150.1880936,-163.6627198,-42.45874968
14,467.0969773,571.5758629,-152.8528953,-239.8623807,-115.005432,406.0763446,527.3591534,-150.2996316,-163.5694814,-42.39497496
15,467.0385239,571.6498088,-152.978467,-239.7487673,-114.9966518,406.1161337,527.4542748,-150.3490375,-163.4432856,-42.43629462
16,467.0356033,571.7138128,-153.0979898,-239.6348185,-114.9482978,406.1095094,527.5511003,-150.3785055,-163.3575171,-42.37531217
17,467.0760171,571.8205798,-153.0927961,-239.5576961,-114.9139453,406.1692424,527.5951817,-150.5167188,-163.2793035,-42.33207507
18,467.0603002,571.8365183,-153.2052121,-239.4249799,-114.9051053,406.1747753,527.6738037,-150.5991887,-163.1727567,-42.33524966
19,467.075031,571.8996577,-153.2862719,-239.3417458,-114.8861461,406.1426664,527.7661853,-150.6250523,-163.0746907,-42.32196026
20,467.0848102,571.9871334,-153.3641267,-239.2437222,-114.8829696,406.1624683,527.8142446,-150.7204831,-162.9254526,-42.28435059
21,468.3794213,573.5842212,-151.4204903,-238.1128088,-114.3753636,405.0053306,526.399552,-152.7250691,-163.6432472,-42.61934559
22,469.8994994,575.4649912,-149.257322,-236.8755075,-113.8312582,403.6583522,524.9295519,-155.0524543,-164.436819,-42.91881782
23,471.3825007,577.3595546,-146.9857795,-235.6140623,-113.2128728,402.285493,523.3563117,-157.338885,-165.2990012,-43.24496385
24,472.8334738,579.2439607,-144.8207501,-234.4000219,-112.6093021,400.9030867,521.8227617,-159.5781441,-166.1182819,-43.4783218
25,474.2932785,581.1703642,-142.6052334,-233.1467245,-111.9015306,399.4797727,520.3541958,-161.8967081,-166.9184067,-43.78110898
26,475.7440604,583.0795603,-140.4277249,-231.929278,-111.3033964,398.0914496,518.8835495,-164.154767,-167.7466333,-43.97849703
27,477.092108,584.996272,-138.2942447,-230.7300781,-110.6034034,396.6383969,517.4125505,-166.4816071,-168.5741127,-44.12444563
28,478.5192769,586.9260752,-136.0673703,-229.4653877,-109.7677659,395.2583502,515.9893219,-168.7783161,-169.4002208,-44.29544635
29,479.9133747,588.9586641,-133.9285231,-228.284795,-109.0582424,393.7863135,514.5605677,-171.0973933,-170.2411517,-44.4298645
30,481.2720331,590.9209057,-131.7527484,-227.076244,-108.2924169,392.321685,513.1990592,-173.3479076,-171.0696267,-44.54845172
31,482.6542067,592.9132694,-129.6427019,-225.8749982,-107.4729163,390.8207789,511.7954052,-175.6380745,-171.9079019,-44.5593363
32,483.9172907,594.9793286,-127.420064,-224.6750698,-106.6384258,389.3960829,510.4047518,-178.0406535,-172.7503747,-44.5868488
33,485.2608604,596.984739,-125.3395916,-223.5193143,-105.7875595,387.8424873,509.1140589,-180.2663925,-173.5950474,-44.6185321
34,486.5477667,599.0216712,-123.1932784,-222.3290691,-104.8547022,386.3199262,507.7707293,-182.6102334,-174.4187824,-44.61570198
35,487.8383718,601.105941,-121.0935068,-221.1613775,-103.9594532,384.7970797,506.4791174,-184.8953484,-175.2614873,-44.52768336
36,489.0765289,603.1839603,-118.9753952,-219.9974379,-103.0503731,383.1925024,505.2015463,-187.2155317,-176.1232224,-44.42077978
37,490.3363968,605.2552456,-116.8202519,-218.8439968,-102.0663459,381.6641779,503.9479488,-189.4754912,-176.9486237,-44.34277041
38,491.5430739,607.3248377,-114.769786,-217.7240681,-101.0504708,380.0977984,502.7097667,-191.7768539,-177.803798,-44.16149032
39,492.769171,609.4976468,-112.6913369,-216.6323074,-99.99554395,378.4533697,501.48333,-194.0583861,-178.6435777,-44.01494928
40,493.9270949,611.5836907,-110.5894794,-215.4134884,-99.00654016,376.8497869,500.2201519,-196.3914287,-179.5243025,-43.81415867
