0,10.22,91.70787089
0.5,10.22,92.61923632
1,10.22,88.35352144
1.5,10.16,89.87982353
2,10.2,91.06453339
2.5,10.2,91.50415966
3,10.18,88.96408205
3.5,10.2,92.90915146
4,10.14,90.66381121
4.5,10.18,89.90156313
5,10.16,86.40162993
5.5,10.18,87.76727364
6,10.08,90.88801619
6.5,10.12,93.27295616
7,10.14,88.5805958
7.5,10.2,85.69925406
8,10.24,88.27408071
8.5,10.12,89.723865
9,10.12,90.12092118
9.5,10.1,92.99573862
10,10.22,88.28829072
10.5,10.36,93.02428947
11,10.72,90.07253478
11.5,11.24,90.41636296
12,11.7,88.70369356
12.5,12.3,90.87582059
13,12.7,90.57555274
13.5,13.22,92.02927961
14,13.8,92.88171535
14.5,14.28,88.52385284
15,14.74,90.29724197
15.5,15.32,92.30495194
16,15.78,88.50879635
16.5,16.36,88.77100368
17,16.94,90.9588908
17.5,17.32,90.484951
18,17.82,89.13678636
18.5,18.38,88.97193851
19,18.86,92.07501759
19.5,19.42,90.70067329
20,19.82,90.05982294
20.5,20.28,92.08116041
21,20.38,90.21641805
21.5,20.4,85.87319371
22,20.4,89.89593644
22.5,20.36,87.8545374
23,20.32,86.56587718
23.5,20.42,88.89422162
24,20.38,91.09254858
24.5,20.3,90.61441943
25,20.4,85.6048244
25.5,20.46,91.40092557
26,20.36,92.29851618
26.5,20.42,91.91924274
27,20.48,91.88056538
27.5,20.4,89.64433526
28,20.38,90.6901257
28.5,20.3,88.84304203
29,20.42,90.72456034
29.5,20.44,90.83622801
30,20.38,94.46165525
30.5,20.24,87.1914095
31,19.88,92.40612618
31.5,19.32,91.10682222
32,18.86,91.56299199
32.5,18.36,88.22696955
33,17.76,90.01422947
33.5,17.32,90.97691402
34,16.9,92.80229669
34.5,16.24,93.59753912
35,15.86,88.85686416
35.5,15.26,93.35005608
36,14.86,93.21582068
36.5,14.28,91.21253044
37,13.78,89.25737889
37.5,13.34,91.82504128
38,12.78,88.1126423
38.5,12.22,90.74065613
39,11.76,93.04189527
39.5,11.16,90.22348426
40,10.8,92.0254252
40.5,10.3,118.7298923
41,10.18,147.9572515
41.5,10.14,176.6978442
42,10.32,-181.1979746
42.5,10.62,-179.542923
43,11.1,-179.1830361
43.5,11.46,-176.9078359
44,12.18,-179.6419348
44.5,12.6,-180.6330552
45,13.1,-179.7934003
45.5,13.66,-180.3259217
46,14.22,-182.5272048
46.5,14.52,-177.7560753
47,15.16,-178.9925358
47.5,15.56,-180.4046221
48,16.18,-176.9583367
48.5,16.76,-177.1450444
49,17.16,-179.5001352
49.5,17.74,-180.2540559
50,18.24,-179.1825971
50.5,18.64,-183.9946786
51,19.22,-182.3086931
51.5,19.84,-182.968224
52,20.16,-179.9356426
52.5,20.4,-182.395785
53,20.38,-177.5238509
53.5,20.38,-179.1078351
54,20.44,-181.0154002
54.5,20.36,-176.7802216
55,20.46,-182.2678168
55.5,20.36,-179.0125819
56,20.44,-181.6217009
56.5,20.3,-180.7691683
57,20.46,-178.5864568
57.5,20.36,-182.0186698
58,20.42,-177.7060544
58.5,20.44,-181.9436942
59,20.42,-178.8818802
59.5,20.44,-179.7296902
60,20.4,-183.6103428
60.5,20.38,-176.7232654
61,20.36,-180.461355
61.5,20.42,-181.8469163
62,20.44,175.4782017
62.5,20.5,174.1401632
63,20.42,172.9673478
63.5,20.38,172.5477706
64,20.5,168.2114332
64.5,20.4,160.9810731
65,20.42,161.4963736
65.5,20.44,152.9488018
66,20.42,156.5130198
66.5,20.48,154.1304776
67,20.34,147.1580211
67.5,20.4,150.0747196
68,20.38,150.8077898
68.5,20.42,146.2486858
69,20.5,148.8292774
69.5,20.4,150.1014453
70,20.38,149.8936859
70.5,20.48,147.984359
71,20.42,150.0426518
71.5,20.44,152.179991
72,20.42,147.0041651
72.5,20.36,150.7377463
73,20.48,148.2286154
73.5,20.38,152.4001238
74,20.34,149.7871723
74.5,20.32,150.6272136
75,20.44,149.141651
75.5,20.34,150.232519
76,20.38,148.0151178
76.5,20.4,144.4243685
77,20.44,148.8520454
77.5,20.54,150.6085128
78,20.9,147.9244771
78.5,21.5,151.0993106
79,22.02,148.7205128
79.5,22.42,153.3026017
80,23.02,149.0980619
80.5,23.48,150.3488942
81,24.02,148.7157106
81.5,24.58,149.785578
82,24.98,152.4371375
82.5,25.6,148.6386214
83,26.08,150.8087671
83.5,26.56,147.1108804
84,27.1,152.3498108
84.5,27.62,147.1215549
85,28.12,149.5153171
85.5,28.7,152.6120522
86,29.14,146.180473
86.5,29.66,150.4796295
87,30.14,150.7735713
87.5,30.56,152.189085
88,30.62,147.3765735
88.5,30.64,147.0811562
89,30.56,151.8040189
89.5,30.66,148.8094391
90,30.6,150.5371174
90.5,30.54,148.0574287
91,30.62,150.3178807
91.5,30.6,150.2784628
92,30.58,148.4619027
92.5,30.6,148.3338598
93,30.56,155.502314
93.5,30.48,152.2170562
94,30.64,147.7994967
94.5,30.7,147.1597152
95,30.66,148.8993415
95.5,30.62,146.9583431
96,30.66,150.4680131
96.5,30.56,148.5883677
97,30.6,148.6079845
97.5,30.66,152.2869449
98,30.6,157.9992996
98.5,30.62,159.6402356
99,30.62,159.6639519
99.5,30.66,165.2380154
100,30.52,170.3621214
100.5,30.58,170.9070454
101,30.64,176.0184517
101.5,30.58,176.6717809
102,30.56,179.5651498
102.5,30.6,-179.4554705
103,30.56,-178.7094038
103.5,30.64,-179.6181599
104,30.54,-183.1560523
104.5,30.72,-178.3875443
105,30.64,-176.3611441
105.5,30.6,-178.3264854
106,30.62,-179.1368281
106.5,30.62,-182.9887117
107,30.58,-183.301489
107.5,30.6,-180.8714827
108,30.58,-180.2325741
108.5,30.68,-177.7147699
109,30.6,-180.498717
109.5,30.64,-179.8057933
110,30.58,-182.3891949
110.5,30.66,-179.4150487
111,30.58,-178.5093368
111.5,30.68,-182.3827932
112,30.58,-178.8415421
112.5,30.44,-177.5641757
113,30.04,-177.8604629
113.5,29.24,-181.4888215
114,28.46,-178.7093303
114.5,27.54,-181.5788377
115,26.76,-179.6574401
115.5,25.84,-180.4593547
116,25.08,-178.6697548
116.5,24.1,-179.0131751
117,23.28,-180.0763418
117.5,22.4,-181.5267701
118,21.62,-179.9897193
118.5,20.82,-181.4783665
119,19.92,-181.2907175
119.5,19.04,-182.669327
120,18.12,-179.4576627
120.5,17.46,-179.2077042
121,16.5,-180.4472518
121.5,15.72,-180.5645767
122,14.8,-181.8752736
122.5,14,-180.9108236
123,13.08,-177.4375283
123.5,12.38,-180.3681707
124,11.56,-181.4717262
124.5,10.58,-178.989694
125,9.78,-180.0456075
125.5,8.82,-178.9408689
126,8.02,-181.8095555
126.5,7.2,-178.9751541
127,6.34,-175.5944592
127.5,5.62,168.7705116
128,5.18,136.277733
128.5,5.12,108.0812025
129,4.98,88.37341201
129.5,4.92,86.79400301
130,4.44,92.28472153
130.5,3.92,90.89405784
131,3.44,90.20312665
131.5,2.98,90.59704781
132,2.42,89.8964073
132.5,1.94,91.06315109
133,1.4,87.64814935
133.5,0.92,90.79876621
134,0.42,90.76209544
134.5,0.06,84.94003002
135,0.02,86.1333297
135.5,0.06,91.10062651
136,0.04,91.43957024
136.5,-0.08,90.9856676
137,0.02,92.38398643
137.5,0,89.41947945
138,-0.04,93.27548026
138.5,-0.02,90.30144894
139,0.14,95.35099591
139.5,-0.06,90.49898687
140,-0.06,88.08211126
140.5,0.06,89.33441837
141,-0,90.06241739
141.5,0,91.45338856
142,-0.02,88.96935943
142.5,0.02,86.8535355
143,0,90.7040781
143.5,-0.04,90.22562725
144,-0.06,90.46447671
144.5,-0.04,88.14922379
145,-0,92.11446938
145.5,0.06,91.06822
146,-0.08,89.62800596
146.5,-0.08,92.28323713
147,0.02,92.71968187
147.5,0,92.13522999
148,-0,90.59072068
148.5,-0.06,93.48493371
149,-0,92.48093562
149.5,0.08,86.94725517
150,0.02,90.1157418
150.5,-0.04,91.64821652
151,0.02,87.07428918
151.5,0.12,90.98120195
152,0.04,90.32720258
152.5,0,92.45381435
153,0.08,88.94725812
153.5,-0.08,90.61534454
154,0,86.97802733
154.5,-0.04,88.83378191
155,-0.02,91.15843982
155.5,0.02,89.90317545
156,0.02,89.01008826
156.5,-0.02,92.53350035
157,0.08,91.81566815
157.5,-0.02,90.58546082
158,-0.02,89.71595655
158.5,-0.1,91.60037664
159,0.02,85.59249649
159.5,0.06,89.84126513
160,0.04,91.87790978
160.5,0,88.18168723
161,-0.04,90.97711221
161.5,0.02,91.58909155
162,-0,88.57837306
162.5,-0.06,86.959491
163,-0.08,92.67918364
163.5,-0.04,91.26007111
164,0.02,91.30477779
164.5,0.02,96.42029234
165,0.02,89.78901011
165.5,0.04,93.68996808
166,0.02,92.62619342
166.5,0,87.94779756
167,0.02,87.60026207
167.5,0.04,89.19086107
168,0,87.95180991
168.5,-0.02,88.56619466
169,-0.02,91.00685576
169.5,0.02,89.77733971
170,-0.06,88.76539715
170.5,0.02,89.79171474
171,-0.02,88.86187212
171.5,-0.12,91.70820653
172,0.1,89.93224102
172.5,0,87.2854246
173,-0.02,85.63307655
173.5,-0.08,90.0855619
174,-0.04,86.24159383
174.5,0.02,87.60941427
175,0.02,92.52783578
